,School ID,Year,Composite
1154,400066,2014,17.6
1155,400066,2015,16.4
1156,400066,2016,17.3
1157,400062,2009,16.2
1158,400062,2010,16.0
1159,400062,2011,15.9
1160,400062,2012,16.1
1161,400062,2013,15.9
1162,400062,2014,16.6
1163,400062,2015,16.2
1164,400062,2016,16.5
1165,609727,2001,13.3
1166,609727,2002,13.5
1167,609727,2003,13.7
1168,609727,2004,14.0
1169,609727,2005,14.1
1170,609727,2006,14.4
1171,609727,2007,14.5
1172,609727,2008,14.2
1173,609727,2009,13.8
1174,609727,2010,14.1
1175,609727,2011,15.1
1176,609727,2012,14.1
1177,609727,2013,15.2
1178,609727,2014,14.7
1179,609727,2015,15.2
1180,609727,2016,15.2
1181,610304,2003,13.5
1182,610304,2004,13.7
1183,610304,2005,13.8
1184,610304,2006,14.7
1185,610304,2007,15.2
1186,610304,2008,15.0
1187,610304,2009,17.6
1188,610304,2010,18.7
1189,610304,2011,18.6
1190,610304,2012,18.9
1191,610304,2013,18.8
1192,610304,2014,19.3
1193,610304,2015,19.4
1194,610304,2016,19.0
1195,400070,2008,16.4
1196,400070,2009,13.6
1197,400070,2010,13.7
1198,400070,2011,13.2
1199,400070,2012,13.9
1200,400070,2013,13.7
1201,400070,2014,14.6
1202,400070,2015,12.6
1203,400070,2016,14.5
1204,400109,2011,13.5
1205,400109,2012,13.5
1206,400109,2013,13.8
1207,400109,2014,13.6
1208,400109,2015,13.7
1209,400109,2016,13.6
1210,610574,2014,13.6
1211,610574,2015,13.9
1212,610574,2016,
1213,609679,2001,17.2
1214,609679,2002,17.1
1215,609679,2003,16.9
1216,609679,2004,18.1
1217,609679,2005,17.6
1218,609679,2006,17.3
1219,609679,2007,17.5
1220,609679,2008,17.7
1221,609679,2009,17.4
1222,609679,2010,17.5
1223,609679,2011,17.9
1224,609679,2012,17.9
1225,609679,2013,18.3
1226,609679,2014,18.6
1227,609679,2015,18.0
1228,609679,2016,18.1
1229,610334,2007,15.6
1230,610334,2008,15.6
1231,610334,2009,15.2
1232,610334,2010,14.9
1233,610334,2011,15.3
1234,610334,2012,15.4
1235,610334,2013,14.8
1236,610334,2014,14.8
1237,610334,2015,14.1
1238,610334,2016,14.5
1239,609682,2001,13.8
1240,609682,2002,14.5
1241,609682,2003,14.5
1242,609682,2004,14.5
1243,609682,2005,15.2
1244,609682,2006,14.6
1245,609682,2007,15.3
1246,609682,2008,14.3
1247,609682,2009,14.9
1248,609682,2010,15.0
1249,609682,2011,14.1
1250,609682,2012,14.8
1251,609682,2013,14.6
1252,609682,2014,14.7
1253,609682,2015,14.4
1254,609682,2016,14.6
1255,610390,2008,18.7
1256,610390,2009,18.3
1257,610390,2010,19.5
1258,610390,2011,18.7
1259,610390,2012,18.5
1260,610390,2013,18.7
1261,610390,2014,19.0
1262,610390,2015,18.6
1263,610390,2016,18.0
1264,609707,2001,12.9
1265,609707,2002,13.0
1266,609707,2003,13.6
1267,609707,2004,14.2
1268,609707,2005,14.0
1269,609707,2006,13.5
1270,609707,2007,13.7
1271,609707,2008,14.1
1272,609707,2009,13.5
1273,609707,2010,13.2
1274,609707,2011,13.6
1275,609707,2012,13.8
1276,609707,2013,13.4
1277,609707,2014,14.1
1278,609707,2015,13.9
1279,609707,2016,13.2
1280,609728,2001,15.5
1281,609728,2002,15.2
1282,609728,2003,14.8
1283,609728,2004,15.7
1284,609728,2005,15.7
1285,609728,2006,14.9
1286,609728,2007,15.3
1287,609728,2008,15.8
1288,609728,2009,15.3
1289,609728,2010,15.8
1290,609728,2011,15.6
1291,609728,2012,15.2
1292,609728,2013,15.6
1293,609728,2014,15.6
1294,609728,2015,16.0
1295,609728,2016,15.5
1296,609729,2001,14.9
1297,609729,2002,15.2
1298,609729,2003,15.1
1299,609729,2004,15.1
1300,609729,2005,16.0
1301,609729,2006,15.7
1302,609729,2007,15.9
1303,609729,2008,16.2
1304,609729,2009,15.4
1305,609729,2010,15.4
1306,609729,2011,15.6
1307,609729,2012,15.5
1308,609729,2013,15.4
1309,609729,2014,16.2
1310,609729,2015,16.6
1311,609729,2016,16.4
1312,609730,2001,14.8
1313,609730,2002,15.1
1314,609730,2003,15.3
1315,609730,2004,15.4
1316,609730,2005,16.1
1317,609730,2006,16.4
1318,609730,2007,15.6
1319,609730,2008,15.7
1320,609730,2009,15.0
1321,609730,2010,15.5
1322,609730,2011,15.8
1323,609730,2012,16.5
1324,609730,2013,17.3
1325,609730,2014,18.4
1326,609730,2015,19.7
1327,609730,2016,18.3
1328,400073,2008,14.9
1329,400073,2009,15.3
1330,400073,2010,15.5
1331,400073,2011,15.2
1332,400073,2012,14.9
1333,400073,2013,14.9
1334,400073,2014,14.6
1335,400073,2015,14.1
1336,609692,2001,15.6
1337,609692,2002,15.5
1338,609692,2003,15.7
1339,609692,2004,16.2
1340,609692,2005,15.7
1341,609692,2006,16.1
1342,609692,2007,16.9
1343,609692,2008,17.0
1344,609692,2009,16.5
1345,609692,2010,16.1
1346,609692,2011,16.2
1347,609692,2012,16.9
1348,609692,2013,16.7
1349,609692,2014,16.8
1350,609692,2015,16.4
1351,609692,2016,16.2
1352,609750,2001,14.3
1353,609750,2002,13.5
1354,609750,2003,13.9
1355,609750,2004,14.8
1356,609750,2005,14.1
1357,609750,2006,14.3
1358,609750,2007,15.1
1359,609750,2008,15.5
1360,609750,2009,13.8
1361,609750,2010,14.6
1362,609750,2011,14.6
1363,609750,2012,15.0
1364,609750,2013,15.1
1365,609750,2014,15.7
1366,609750,2015,
1367,609750,2016,16.7
1368,610383,2008,16.4
1369,610383,2009,16.1
1370,610383,2010,15.7
1371,610383,2011,15.7
1372,610383,2012,16.2
1373,610383,2013,16.9
1374,610383,2014,16.3
1375,610383,2015,15.7
1376,610383,2016,15.6
1377,610543,2013,17.3
1378,610543,2014,16.8
1379,610543,2015,18.1
1380,610543,2016,18.4
1381,800014,2015,
1382,800014,2016,
1383,610547,2014,16.1
1384,610547,2015,17.3
1385,610547,2016,17.9
1386,610357,2006,16.3
1387,610357,2007,16.7
1388,610357,2008,17.0
1389,610357,2010,16.9
1390,610357,2011,16.9
1391,610357,2012,17.5
1392,610357,2013,16.8
1393,610357,2014,16.7
1394,610357,2015,16.9
1395,610357,2016,
1396,609732,2001,15.6
1397,609732,2002,15.3
1398,609732,2003,15.3
1399,609732,2004,15.9
1400,609732,2005,16.0
1401,609732,2006,16.1
1402,609732,2007,16.4
1403,609732,2008,16.3
1404,609732,2009,15.9
1405,609732,2010,16.2
1406,609732,2011,16.0
1407,609732,2012,16.4
1408,609732,2013,16.2
1409,609732,2014,16.7
1410,609732,2015,16.7
1411,609732,2016,16.3
1412,609733,2001,15.9
1413,609733,2002,15.8
1414,609733,2003,15.9
1415,609733,2004,16.1
1416,609733,2005,16.0
1417,609733,2006,16.4
1418,609733,2007,16.1
1419,609733,2008,16.1
1420,609733,2009,15.4
1421,609733,2010,15.3
1422,609733,2011,15.4
1423,609733,2012,14.5
1424,609733,2013,15.0
1425,609733,2014,15.6
1426,609733,2015,15.3
1427,609733,2016,15.1
1428,609734,2001,15.3
1429,609734,2002,15.4
1430,609734,2003,16.7
1431,609734,2004,16.9
1432,609734,2005,17.7
1433,609734,2006,17.4
1434,609734,2007,17.5
1435,609734,2008,18.3
1436,609734,2009,18.6
1437,609734,2010,18.9
1438,609734,2011,17.9
1439,609734,2012,18.4
1440,609734,2013,18.8
1441,609734,2014,19.0
1442,609734,2015,19.5
1443,609734,2016,18.9
1444,610506,2010,15.1
1445,610506,2011,15.3
1446,610506,2012,14.5
1447,610506,2013,14.6
1448,610506,2014,14.7
1449,610506,2015,14.6
1450,610506,2016,14.3
1451,609735,2001,13.7
1452,609735,2002,13.7
1453,609735,2003,14.6
1454,609735,2004,14.5
1455,609735,2005,14.4
1456,609735,2006,14.1
1457,609735,2007,14.2
1458,609735,2008,14.0
1459,609735,2009,14.1
1460,609735,2010,13.9
1461,609735,2011,13.5
1462,609735,2012,13.5
1463,609735,2013,14.6
1464,609735,2014,14.6
1465,609735,2015,14.3
1466,609735,2016,14.5
1467,400077,2009,16.5
1468,400077,2010,16.7
1469,400077,2011,16.4
1470,400077,2012,16.9
1471,400077,2013,17.4
1472,400077,2014,17.8
1473,400077,2015,17.7
1474,400077,2016,17.2
1475,800016,2015,
1476,800016,2016,
1477,400085,2011,18.4
1478,400085,2012,18.3
1479,400085,2013,18.1
1480,400085,2014,17.5
1481,400085,2015,18.0
1482,400085,2016,17.7
1483,400121,2016,16.6
1484,400149,2016,16.6
1485,610394,2008,15.2
1486,610394,2009,15.3
1487,610394,2010,15.5
1488,610394,2011,16.9
1489,610394,2012,16.5
1490,610394,2013,16.8
1491,610394,2014,16.6
1492,610394,2015,16.4
1493,610394,2016,15.6
1494,400105,2013,17.2
1495,400105,2014,17.4
1496,400105,2015,17.0
1497,400105,2016,16.6
1498,400086,2009,16.1
1499,400086,2010,16.0
1500,400086,2011,15.9
1501,400086,2012,16.4
1502,400086,2013,17.2
1503,400086,2014,16.9
1504,400086,2015,17.1
1505,400086,2016,16.7
1506,400102,2012,17.7
1507,400102,2013,16.6
1508,400102,2014,16.8
1509,400102,2015,16.6
1510,400102,2016,16.6
1511,610518,2011,14.4
1512,610518,2012,15.6
1513,610518,2013,14.7
1514,610518,2014,15.4
1515,610518,2015,14.9
1516,610518,2016,14.6
1517,609737,2001,19.7
1518,609737,2002,19.2
1519,609737,2003,18.7
1520,609737,2004,20.7
1521,609737,2005,20.7
1522,609737,2006,19.7
1523,609737,2007,19.3
1524,609737,2008,20.3
1525,609737,2009,19.3
1526,609737,2010,20.0
1527,609737,2011,20.5
1528,609737,2012,20.2
1529,609737,2013,19.8
1530,609737,2014,19.6
1531,609737,2015,20.7
1532,609737,2016,21.3
1533,609739,2001,15.7
1534,609739,2002,15.5
1535,609739,2003,15.8
1536,609739,2004,15.6
1537,609739,2005,15.5
1538,609739,2006,15.9
1539,609739,2007,15.6
1540,609739,2008,15.3
1541,609739,2009,15.7
1542,609739,2010,15.8
1543,609739,2011,15.5
1544,609739,2012,16.2
1545,609739,2013,16.3
1546,609739,2014,16.8
1547,609739,2015,17.1
1548,609739,2016,17.7
1549,609740,2001,13.8
1550,609740,2002,14.6
1551,609740,2003,14.3
1552,609740,2004,15.1
1553,609740,2005,15.0
1554,609740,2006,15.2
1555,609740,2007,15.3
1556,609740,2008,14.9
1557,609740,2009,14.5
1558,609740,2010,14.7
1559,609740,2011,15.0
1560,609740,2012,15.1
1561,609740,2013,14.8
1562,609740,2014,15.5
1563,609740,2015,15.2
1564,609740,2016,15.4
1565,609693,2001,14.6
1566,609693,2002,14.6
1567,609693,2003,15.1
1568,609693,2004,16.1
1569,609693,2005,15.6
1570,609693,2006,15.3
1571,609693,2012,20.0
1572,609693,2013,20.7
1573,609693,2014,20.6
1574,609693,2015,20.6
1575,609693,2016,20.7
1576,610380,2010,18.3
1577,610380,2011,17.5
1578,610380,2012,18.0
1579,610380,2013,18.2
1580,610380,2014,17.2
1581,610380,2015,17.6
1582,610380,2016,17.1
1583,610392,2008,15.4
1584,610392,2009,15.7
1585,610392,2010,16.3
1586,610392,2011,16.2
1587,610392,2012,16.4
1588,610392,2013,16.8
1589,610392,2014,16.7
1590,610392,2015,17.6
1591,610392,2016,17.5
1592,400134,2013,15.1
1593,400134,2014,15.4
1594,400134,2016,13.1
1595,400125,2013,14.0
1596,400125,2014,14.7
1597,400125,2015,14.2
1598,400125,2016,14.1
1599,400126,2013,13.8
1600,400126,2014,14.9
1601,400126,2015,
1602,400126,2016,13.3
1603,400127,2013,13.1
1604,400127,2014,13.5
1605,400127,2015,14.1
1606,400127,2016,12.8
1607,400131,2013,14.0
1608,400131,2014,14.4
1609,400131,2015,14.8
1610,400131,2016,14.0
1611,400128,2013,13.0
1612,400128,2014,13.5
1613,400128,2015,13.1
1614,400128,2016,13.4
1615,400150,2013,13.8
1616,400150,2014,14.1
1617,400150,2015,12.8
1618,400150,2016,13.3
1619,400129,2013,13.7
1620,400129,2014,14.4
1621,400129,2015,13.4
1622,400129,2016,12.6
1623,400133,2013,14.3
1624,400133,2014,14.7
1625,400133,2015,14.6
1626,400133,2016,13.6
1627,400135,2013,14.0
1628,400135,2014,14.8
1629,400135,2015,14.0
1630,400135,2016,13.9
1631,400124,2013,12.9
1632,400124,2014,13.7
1633,400124,2015,13.2
1634,400124,2016,13.9
1635,400136,2013,15.5
1636,400136,2014,14.3
1637,400136,2016,15.1
1638,400123,2013,13.3
1639,400123,2014,13.8
1640,400123,2015,13.9
1641,400123,2016,13.3
1642,400139,2013,13.3
1643,400139,2014,13.3
1644,400139,2016,13.1
1645,400141,2013,16.1
1646,400141,2014,15.9
1647,400141,2015,16.3
1648,400141,2016,16.0
1649,400142,2013,13.3
1650,400142,2014,14.3
1651,400142,2015,15.0
1652,400143,2013,13.4
1653,400143,2014,14.2
1654,400143,2015,14.4
1655,400143,2016,13.2
1656,400144,2013,13.6
1657,400144,2014,14.4
1658,400144,2015,14.2
1659,400144,2016,14.1
1660,400145,2013,13.5
1661,400145,2014,14.6
1662,400145,2015,13.6
1663,400145,2016,13.6
1664,400130,2013,13.3
1665,400130,2014,13.4
1666,400130,2015,13.8
1667,400130,2016,12.5
1668,609755,2001,24.5
1669,609755,2002,25.1
1670,609755,2003,24.5
1671,609755,2004,25.3
1672,609755,2005,25.7
1673,609755,2006,25.2
1674,609755,2007,25.4
1675,609755,2008,26.1
1676,609755,2009,25.9
1677,609755,2010,26.2
1678,609755,2011,26.6
1679,609755,2012,27.0
1680,609755,2013,27.3
1681,609755,2014,26.9
1682,609755,2015,27.3
1683,609755,2016,27.9
1684,400087,2003,16.6
1685,400087,2004,15.6
1686,400087,2005,15.9
1687,400087,2006,16.1
1688,400087,2007,15.9
1689,400087,2008,16.1
1690,400087,2009,15.5
1691,400087,2010,16.2
1692,400087,2011,16.9
1693,400087,2012,16.8
1694,400087,2013,16.2
1695,400087,2014,16.4
1696,400087,2015,16.3
1697,400087,2016,15.7
