'Name','Address','Zipcode','Science','Math','English','College','Progress'
'Takotna Community School','90 Chinana Ave, Takotna, AK 99675','99675','','60%','40%','',''
'Port Alexander School','100 Main St, Port Alexander, AK 99836','99836','','','','',''
'Thorne Bay School','1010 Sandy Beach Rd, Thorne Bay, AK 99919','99919','50%','22%','36%','',''
'Port Protection School','Port Protection, Port Protection, AK 99950','99950','','','','',''
'Tri-Valley School','400 Suntrana St, Healy, AK 99743','99743','61%','34%','42%','',''
'Arctic Village School','305 Mountain St, Arctic Village, AK 99722','99722','','0%','','',''
'Tsuk Taih School','1 Marten Hill Dr, Chalkyitsik, AK 99788','99788','','','','',''
'Fort Yukon School','255 Main St, Fort Yukon, AK 99740','99740','17%','9%','12%','',''
'Stevens Village School','355 Bridge St, Stevens Village, AK 99774','99774','','','','',''
'John Fredson School','360 Chandalar Dr, Venetie, AK 99781','99781','','3%','0%','',''
'Far North School','49 Far North St, Central, AK 99730','99730','','','','',''
'Jimmy Huntington School','Huslia School Blvd, Huslia, AK 99746','99746','19%','7%','9%','',''
'Raven Correspondence School','4762 Old Airport Way, Fairbanks, AK 99709','99709','59%','25%','40%','',''
'Whale Pass School','126 Bayview Rd, Whale Pass, AK 99950','99950','','','','',''
'Edna Bay School','Tract 7c of Asls 9630, Edna Bay, AK 99950','99950','','','','',''
'North Highland School','907 12th Ave SW, Jasper, AL 35501','35501','','','','',''
'Augusta Evans School','100 North Florida St, Mobile, AL 36607','36607','','','','',''
'Loma Vista School','2404 Marigold Avenue, Chico, CA 95926','95926','','','','',''
'Low Elementary School','15 Blue Ridge Ave, Savannah, GA 31404','31404','7%','20%','13%','',''
'Taliaferro County School','557 Broad St Nw, Crawfordville, GA 30631','30631','13%','21%','19%','3',''
'West Elk Schools','1199 State Highway 99, Howard, KS 67349','67349','100%','0%','','',''
'Jackson City School','940 Highland Ave, Jackson, KY 41339','41339','','44%','','4',''
'Jenkins Independent School','269 Old Hwy 3086, Jenkins, KY 41537','41537','','46%','','1',''
'Williamsburg City School','1000 Main St, Williamsburg, KY 40769','40769','','38%','','7',''
'Barbourville City School','140 School St, Barbourville, KY 40906','40906','','42%','','9',''
'Fulton Independent School','700 Stephen Beale Dr, Fulton, KY 42041','42041','','28%','','2',''
'Beekman Charter School','15190 AM Baker Road, Bastrop, LA 71220','71220','16%','32%','31%','4','4'
'Calvert Country School','1350 Dares Beach Rd, Prince Frederick, MD 20678','20678','','','','',''
'Carroll Springs School','495 South Center St, Westminster, MD 21157','21157','','','','',''
'John Archer School','100 Thomas Run Rd, Bel Air, MD 21015','21015','','','','1',''
'Stephen Knolls School','10731 St Margaret's Way, Kensington, MD 20895','20895','','','','',''
'Rock Creek School','191 Waverley Dr, Frederick, MD 21702','21702','','','','',''
'Extended School Year','1401 Seventh Street SW, Pipestone, MN 56164','56164','','','','',''
'Swanville Summer School','Box 98, Swanville, MN 56382','56382','','','','',''
'Esko Esy School','P.O. Box 10 2 Hwy 61 E, Esko, MN 55733','55733','','','','',''
'Thomastown Elementary School','7100 Hwy 429, Carthage, MS 39051','39051','','','','',''
'Bogue Chitto School','385 West Monticello St, Bogue Chitto, MS 39629','39629','','20%','30%','',''
'Loyd Star School','1880 Hwy 550 NW, Brookhaven, MS 39601','39601','','19%','33%','',''
'West Lincoln School','948 Jackson Liberty Dr SW, Brookhaven, MS 39601','39601','','47%','45%','',''
'Alternative Learning School','158 East College Ave, Holly Springs, MS 38659','38659','','','','',''
'Cordova Elementary School','194 Church St, Cordova, NC 28330','28330','','','','',''
'North Shelby School','1205 Northside Dr, Shelby, NC 28150','28150','80%','82%','','',''
'Smith Valley Schools','20 Day Ln, Smith, NV 89430','89430','65%','0%','','',''
'Marvin Picollo School','900 Foothill Rd, Reno, NV 89511','89511','','','','',''
'Andes Central School','85 Delaware Avenue, Delhi, NY 13753','13753','','','','8',''
'Schenevus Central School','159 Main Street, Schenevus, NY 12155','12155','','36%','24%','4',''
'Bolton Central School','26 Horicon Avenue, Bolton, NY 12814','12814','','65%','52%','4',''
'Bradford Central School','2820 New York 226, Bradford, NY 14815','14815','','19%','23%','3',''
'Brookfield Central School','1910 Fairground Road, West Edmeston, NY 13485','13485','','21%','27%','4',''
'Clymer Central School','8672 East Main Street, Clymer, NY 14724','14724','','42%','38%','7',''
'Copenhagen Central School','3020 Mechanic Street, Copenhagen, NY 13626','13626','','40%','31%','4',''
'Downsville Central School','14784 New York 30, Downsville, NY 13755','13755','','28%','18%','6',''
'Edinburg Common School','4 Johnson Road, Northville, NY 12134','12134','','20%','13%','',''
'Edmeston Central School','11 North Street, Edmeston, NY 13335','13335','','42%','42%','4',''
'Fillmore Central School','104 West Main Street, Fillmore, NY 14735','14735','','43%','42%','6',''
'Franklin Central School','26 Institute Street, Franklin, NY 13775','13775','','20%','41%','8',''
'Friendship Central School','46 West Main Street, Friendship, NY 14739','14739','','21%','19%','5',''
'Hammond Central School','51 South Main Street, Hammond, NY 13646','13646','','30%','89%','',''
'Hartford Central School','4704 New York 149, Hartford, NY 12838','12838','','39%','13%','2',''
'Heuvelton Central School','87 East Washington Street, Heuvelton, NY 13654','13654','','35%','85%','4',''
'Jefferson Central School','1332 10th Avenue, New York, NY 10014','10014','','23%','25%','2',''
'Johnsburg Central School','165 Main Street, North Creek, NY 12853','12853','','30%','40%','5',''
'Lisbon Central School','6866 County Road 10, Lisbon, NY 13658','13658','','39%','32%','7',''
'Lyme Central School','11868 Academy Street, Chaumont, NY 13622','13622','','47%','46%','6',''
'Madison Central School','7303 U.S. 20, Madison, NY 13402','13402','','27%','28%','3',''
'Margaretville Central School','415 Main Street, Andes, NY 13731','13731','','25%','20%','4',''
'Milford Central School','42 West Main Street, Milford, NY 13807','13807','','60%','33%','6',''
'Minerva Central School','1466 County Road 29, Minerva, NY 12857','12857','','33%','28%','4',''
'Morris Central School','65 West Main Street, Morris, NY 13808','13808','','50%','34%','4',''
'Morristown Central School','408 Gouverneur Street, Ogdensburg, NY 13669','13669','','46%','33%','6',''
'Newcomb Central School','5535 New York 28N, Newcomb, NY 12852','12852','','','','8',''
'Prattsburgh Central School','1 Academy St, Prattsburgh, NY 14873','14873','','32%','100%','8',''
'Romulus Central School','5705 New York 96, Romulus, NY 14541','14541','','36%','37%','6',''
'Roscoe Central School','6 Academy Street, Roscoe, NY 12776','12776','','36%','22%','8',''
'Roxbury Central School','53729 Nys Rt 30, Roxbury, NY 12474','12474','','36%','41%','5',''
'Scio Central School','3968 Washington Street, Scio, NY 14880','14880','','45%','32%','7',''
'Stamford Central School','1 River Street, Stamford, NY 12167','12167','','38%','32%','5',''
'Whitesville Central School','692 Main Street, Whitesville, NY 14897','14897','','49%','49%','7',''
'Willsboro Central School','29 School Lane, Willsboro, NY 12996','12996','','29%','28%','5',''
'Thomas Jefferson School','3145 West 46th St, Cleveland, OH 44102','44102','43%','71%','0%','1',''
'Longfellow Alternative School','245 Salem Ave, Dayton, OH 45406','45406','32%','41%','0%','',''
'Galeton Area School','27 Bridge St, Galeton, PA 16922','16922','77%','43%','81%','3',''
'Culleoka Unit School','1921 Warrior La, Culleoka, TN 38451','38451','63%','45%','77%','5',''
'Frank Hughes School','444 Main Street, Clifton, TN 38425','38425','62%','50%','79%','4',''
'Lincoln Park School','7 Orange Street, Brownsville, TX 78521','78521','36%','36%','38%','',''
'Damon Elementary School','P O Box 429, Damon, TX 77430','77430','69%','66%','','',''
'Key Center School','6404 Franconia Rd, Springfield, VA 22150','22150','90%','','','',''
'West Rutland School','713 Main St, West Rutland, VT 05777','05777','28%','44%','44%','4',''
'North River School','2867 North River Rd, Cosmopolis, WA 98537','98537','','','','',''
'Pe Ell School','519 North 2nd St, Pe Ell, WA 98572','98572','64%','41%','51%','4',''
'Augusta Independent School','207 Bracken St, Augusta, KY 41002','41002','','36%','','3',''
'Chief Paul Memorial School','105 Village Rd, Kipnuk, AK 99614','99614','7%','4%','1%','',''
'Nelson Island Area School','101 Village Rd, Toksook Bay, AK 99637','99637','7%','3%','1%','',''
'Anna Tobeluk Memorial School','114 Village Rd, Nunapitchuk, AK 99641','99641','3%','1%','1%','',''
'Lewis Angapak Memorial School','General Delivery, Tuntutuliak, AK 99680','99680','3%','0%','0%','',''
'William Miller Memorial School','General Delivery, Napakiak, AK 99634','99634','13%','0%','0%','',''
'James C. Isabell School','100 Airport Ave, Teller, AK 99778','99778','18%','33%','7%','',''
'Martin L. Olson School','40 Main St, Golovin, AK 99762','99762','','11%','7%','',''
'Anthony A. Andrews School','100 Baker St, St. Michael, AK 99659','99659','14%','7%','6%','',''
'Delta-Greely Home School','1600 Richardson Avenue, Delta Junction, AK 99737','99737','46%','13%','36%','',''
'David Louis Memorial School','90 Chinana Ave, Grayling, AK 99590','99590','','0%','','',''
'St. Mary's School','1 Dixon Circle, Saint Mary's, AK 99658','99658','29%','19%','8%','',''
'Chief Ivan Blunka School','General Delivery, New Stuyahok, AK 99636','99636','3%','0%','1%','',''
'Maudrey J. Sommer School','89 Front St, Tanana, AK 99777','99777','','13%','8%','',''
'Ella B. Vernetti School','100 Main St, Koyukuk, AK 99754','99754','','','','',''
'Andrew K. Demoski School','123 Front St, Nulato, AK 99765','99765','','11%','5%','',''
'Merreline A Kangas School','1st and Hilltop, Ruby, AK 99768','99768','10%','12%','6%','',''
'Jackson Co Alt School','594 County Rd 42, Hollywood, AL 35752','35752','','','','',''
'J U Blacksher School','15933 Hwy 21 South, Uriah, AL 36480','36480','27%','32%','','1','5'
'Lafayette County Elementary School','208 West 7th St, Lewisville, AR 71845','71845','52%','32%','33%','','6'
'EDUPRIZE School - Gilbert Campus','580 W Melody Ave, Gilbert, AZ 85233','85233','80%','61%','62%','','6'
'Charlton (John S.) School','278 Sorghum Mill Road, Dover, DE 19901','19901','','','','',''
'Ennis (Howard T.) School','20346 Ennis Street, Georgetown, DE 19947','19947','','','','',''
'Glascock County Consolidated School','1230 Panther Way, Gibson, GA 30810','30810','33%','39%','28%','8',''
'Baconton Community Charter School','260 East Walton St, Baconton, GA 31716','31716','38%','37%','42%','7',''
'Margaret Harris Comprehensive School','1634 Knob Hill Dr Ne, Atlanta, GA 30329','30329','','','','',''
'Taylors Crossing Charter School','1445 North Wood River Drive, Idaho Falls, ID 83401','83401','81%','62%','70%','',''
'Home Instruction Elementary School','3332 Newberg Rd, Louisville, KY 40218','40218','','','','',''
'Southern University Lab School','129 Swan Street, Baton Rouge, LA 70813','70813','18%','20%','45%','8','5'
'School For Exceptional Children','105 Moffet Road, Houma, LA 70363','70363','','','','',''
'Northfield Extended School Year','201 Orchard Street, Northfield, MN 55057','55057','','','','',''
'Cloquet Extended School Year','302 14th Street, Cloquet, MN 55720','55720','','','','',''
'Monticello Extended School Year','302 Washington Street, Monticello, MN 55362','55362','','','','',''
'Fridley Extended School Year','6000 West Moore Lake Drive, Fridley, MN 55432','55432','','','','',''
'Rockford Sped Summer School','P.O. Box 9, Rockford, MN 55373','55373','','','','',''
'Pitt Memorial Hospital School','400 Spruce St, Greenville, NC 27834','27834','','','','',''
'Richard Young RTC School','1755 Prairie View Place, Kearney, NE 68845','68845','','','','',''
'Helen J Stewart School','2375 East Viking, Las Vegas, NV 89109','89109','','','','',''
'John F Miller School','1905 Atlantic St, Las Vegas, NV 89104','89104','','','','',''
'Eureka County Online School',', Eureka, NV 89316','89316','','','','',''
'Glendale-Feilbach Elementary School','2317 Cass Rd, Toledo, OH 43614','43614','39%','27%','','',''
'Midland El/Middle School','173 7th St, Midland, PA 15059','15059','60%','35%','63%','',''
'Santa Fe Unit School','2629 Santa Fe Pike, Santa Fe, TN 38482','38482','62%','43%','66%','7',''
'Richard Hardy Memorial School','1620 Hamilton Avenue, South Pittsburg, TN 37380','37380','59%','59%','82%','3',''
'T H Rogers School','5840 San Felipe Street, Houston, TX 77057','77057','94%','94%','','1',''
'Tisd Child & Adolescent School','P O Box 70, Terrell, TX 75160','75160','','','','',''
'Trent Independent School District','P O Box 105, Trent, TX 79561','79561','64%','59%','62%','6',''
'Midland Academy Charter School','500 North Baird Street, Midland, TX 79701','79701','79%','64%','','',''
'The Phoenix Charter School','8501 Jack Finney Boulevard, Greenville, TX 75402','75402','37%','43%','31%','',''
'Regional Day School Deaf','1205 West University Drive, Denton, TX 76201','76201','','','','',''
'Golden Rule Charter School','2602 West Illinois Avenue, Dallas, TX 75233','75233','61%','68%','','',''
'Marathon Independent School Dist','P O Box 416, Marathon, TX 79842','79842','','100%','100%','',''
'Compass Academy Charter School','1111 Pagewood Avenue, Odessa, TX 79761','79761','80%','81%','','',''
'Virginia School For Deaf','100 New Hope Rd, Staunton, VA 24401','24401','','','','',''
'Virginia School For Blind','100 New Hope Rd, Staunton, VA 24401','24401','','','','',''
'Cold Bay School','401 Airport Way, Cold Bay, AK 99571','99571','','','','',''
'False Pass School','300 Valley Rd, False Pass, AK 99583','99583','','','','',''
'Nelson Lagoon School','154 Bering Way, Nelson Lagoon, AK 99571','99571','','','','',''
'King Cove School','100 Slocum Dr, King Cove, AK 99612','99612','47%','36%','32%','',''
'Sand Point School','123 Red Cove Rd, Sand Point, AK 99661','99661','61%','30%','30%','',''
'Kachemak Selo School','44032 Milton Rd, Fritz Creek, AK 99603','99603','27%','17%','21%','',''
'Larsen Bay School','Main St, Larsen Bay, AK 99624','99624','','9%','9%','',''
'Old Harbor School','49 3 Saints Ave, Old Harbor, AK 99643','99643','','21%','29%','',''
'Chignik Bay School','School Rd, Chignik Bay, AK 99564','99564','','','','',''
'Chignik Lagoon School','School Rd, Chignik Lagoon, AK 99565','99565','','','','',''
'Chignik Lake School','School Rd, Chignik Lake, AK 99548','99548','','','','',''
'Pilot Point School','School Rd, Pilot Point, AK 99649','99649','','','','',''
'Meade River School','4001 Kippi St, Atqasuk, AK 99791','99791','6%','8%','5%','',''
'Harold Kaveolook School','2001 Barter Ave, Kaktovik, AK 99747','99747','0%','6%','3%','',''
'Nuiqsut Trapper School','3310 3rd Ave, Nuiqsut, AK 99789','99789','0%','4%','6%','',''
'Davis-Ramoth School','2600 Musk Ox Parkway, Selawik, AK 99770','99770','4%','1%','0%','',''
'Sharpe Health School','4300 13th St. NW, Washington, DC 20011','20011','','','','',''
'Silver Grove School','101 West Third St, Silver Grove, KY 41085','41085','','12%','','1',''
'Central Special School','140 Stepney Ln, Edgewater, MD 21037','21037','','','','',''
'Marley Glen School','200 Scott Ave, Glen Burnie, MD 21060','21060','','','','',''
'Battle Monument School','7801 East Collingham Dr, Baltimore, MD 21222','21222','','','','',''
'Maiden Choice School','4901 Shelbourne Rd, Baltimore, MD 21227','21227','','','','',''
'Ridge Ruxton School','6916 Charles St, Baltimore, MD 21204','21204','','','','1',''
'Limestone Community School','93 High St, Limestone, ME 04750','04750','49%','27%','44%','2',''
'Gov Morehead School','303 Ashe Ave, Raleigh, NC 27606','27606','','','','',''
'Bankbridge Regional School','870 Bankbridge Rd, Sewell, NJ 08080','08080','','','','',''
'Charlotte Valley School','15611 New York 23, Davenport, NY 13750','13750','','28%','25%','4',''
'Fort Edward School','220 Broadway, Fort Edward, NY 12828','12828','','48%','29%','2',''
'Hinsdale Central School','3701 Main Street, Hinsdale, NY 14743','14743','','37%','40%','4',''
'Shelter Island School','33 North Ferry Road, Shelter Island, NY 11964','11964','','50%','52%','9',''
'Southwestern Elementary School','600 County Touring Route 32, Jamestown, NY 14701','14701','','52%','37%','',''
'Long Creek School','375 East Main St, Long Creek, OR 97856','97856','69%','','','',''
'Pendergrass Fairwold School','5935 Token Street, Columbia, SC 29203','29203','','','','',''
'Panther Creek School','129 Pr 3421, Valera, TX 76884','76884','70%','77%','92%','8',''
'Big Sandy School','P O Box 188, Dallardsville, TX 77332','77332','85%','60%','33%','5',''
'Borden County School','P O Box 95, Gail, TX 79738','79738','95%','85%','100%','10',''
'Fort Elliott School','P O Box 138, Briscoe, TX 79011','79011','67%','66%','62%','8',''
'Buena Vista School','P O Box 310, Imperial, TX 79743','79743','67%','68%','64%','7',''
'Como-Pickton School','P O Box 18, Como, TX 75431','75431','47%','55%','68%','3',''
'Cotton Center School','P O Box 350, Cotton Center, TX 79021','79021','','','64%','9',''
'Cranfills Gap School','P O Box 67, Cranfills Gap, TX 76637','76637','60%','100%','','9',''
'Dime Box School','P O Box 157, Dime Box, TX 77853','77853','50%','50%','58%','1',''
'Dodd City School','602 North Main Street, Dodd City, TX 75438','75438','83%','86%','89%','9',''
'Ft Davis School','P O Box 1339, Fort Davis, TX 79734','79734','69%','66%','29%','7',''
'Gold Burg School','468 Prater Rd, Bowie, TX 76230','76230','','','42%','3',''
'Grandfalls-Royalty School','P O Box 10, Grandfalls, TX 79742','79742','50%','69%','','2',''
'Mcmullen County School','P O Box 359, Tilden, TX 78072','78072','82%','89%','69%','8',''
'Miller Grove School','7819 Farm to Market 275, Cumby, TX 75433','75433','70%','72%','65%','7',''
'Motley County School','Drawer 310, Matador, TX 79244','79244','60%','66%','67%','6',''
'New Home School','225 North Main Street, New Home, TX 79381','79381','94%','94%','85%','3',''
'New Summerfield School','P O Box 6, New Summerfield, TX 75780','75780','79%','64%','56%','6',''
'Paint Creek School','4485 Fm 600, Haskell, TX 79521','79521','91%','72%','','1',''
'Paint Rock School','P O Box 277, Paint Rock, TX 76866','76866','51%','32%','58%','7',''
'Patton Springs School','P O Box 32, Afton, TX 79220','79220','79%','75%','','9',''
'Prairie Lea School','P O Box 9, Prairie Lea, TX 78661','78661','45%','49%','62%','6',''
'Richland Springs School','700 W Coyote Trl, Richland Springs, TX 76871','76871','91%','64%','','9',''
'Sabine Pass School','P O Box 1148, Sabine Pass, TX 77655','77655','81%','76%','93%','4',''
'Sulphur Bluff School','P O Box 30, Sulphur Bluff, TX 75481','75481','81%','83%','30%','3',''
'Wellman-Union School','P O Box 129, Wellman, TX 79378','79378','76%','66%','50%','9',''
'Walnut Springs School','P O Box 63, Walnut Springs, TX 76690','76690','64%','65%','71%','9',''
'Susan B English School','365 Winifred Ave, Seldovia, AK 99663','99663','','38%','58%','',''
'Dena'Ina School','School Rd, Pedro Bay, AK 99647','99647','','','','',''
'Robert A Jamieson School','2721 West Richwoods Blvd, Peoria, IL 61604','61604','','','','',''
'Mt. Hermon School','36119 Highway 38, Mt. Hermon, LA 70450','70450','14%','26%','33%','3','5'
'Match Charter Public School','1001 Commonwealth Avenue, Boston, MA 02215','02215','46%','60%','53%','2',''
'William S. Baer School','2001 North Warwick Ave, Baltimore, MD 21216','21216','','','','',''
'Ruth Parker Eason School','648 Old Mill Rd, Millersville, MD 21108','21108','','','','',''
'So Aroostook CSD School','922 Dyer Brook Rd, Dyer Brook, ME 04747','04747','51%','33%','46%','',''
'Edgewood Community Developmental School','1601 Peachtree St, Goldsboro, NC 27530','27530','64%','','','',''
'Genesee Valley Central School','1 Jaguar Drive, Belmont, NY 14813','14813','','25%','27%','5',''
'Belleville Henderson Central School','8372 County Road 75, Adams, NY 13605','13605','','40%','38%','6',''
'Colton Pierrepont Central School','4921 New York 56, Colton, NY 13625','13625','','44%','39%','9',''
'Crown Point Central School','2758 Main Street, Crown Point, NY 12928','12928','','40%','39%','8',''
'Fort Ann Central School','1 Catherine Street, Fort Ann, NY 12827','12827','','29%','29%','4',''
'Gilboa Conesville Central School','132 Wyckoff Road, Gilboa, NY 12076','12076','','17%','11%','4',''
'Hermon Dekalb Central School','709 Old Canton Road, De Kalb Junction, NY 13630','13630','','23%','26%','6',''
'Indian Lake Central School','6345 Nys Rt 30, Indian Lake, NY 12842','12842','','36%','18%','2',''
'La Fargeville Central School','20414 Sunrise Avenue, La Fargeville, NY 13656','13656','','32%','75%','4',''
'North Warren Central School','6110 New York 8, Chestertown, NY 12817','12817','','29%','35%','4',''
'Long Lake Central School','20 School Road, Long Lake, NY 12847','12847','','','','',''
'Richfield Springs Central School','93 Main Street, Richfield Springs, NY 13439','13439','','28%','33%','',''
'Schroon Lake Central School','1097 U.S. 9, Schroon Lake, NY 12870','12870','','36%','46%','4',''
'South Kortright Central School','58200 New York 10, South Kortright, NY 13842','13842','','27%','29%','7',''
'West Valley Central School','5359 School Street, West Valley, NY 14171','14171','','48%','28%','7',''
'D'hanis School','P O Box 307, D'Hanis, TX 78850','78850','85%','85%','68%','9',''
'Lamar Delta Alternative School','3201 Lewis Lane, Paris, TX 75460','75460','','','','',''
'East Grand School','31 Houlton Rd, Danforth, ME 04424','04424','58%','33%','48%','1',''
'Ashland District School','180 Presque Isle Rd, Ashland, ME 04732','04732','52%','29%','32%','5',''
'Asdb/Tucson Blind School','1200 West Speedway, Tucson, AZ 85745','85745','','6%','12%','',''
'Asdb/Tucson Deaf School','1200 West Speedway, Tucson, AZ 85745','85745','6%','3%','<2%','',''
'Asdb/Phoenix Day School','1935 West Hayward Ave, Phoenix, AZ 85021','85021','21%','5%','3%','',''
'Rocky Mountain Deaf School','10300 W Nassau Ave, Denver CO 80235, Golden, CO 80401','80401','','','','2',''
'Paradox Valley Charter School','21501 Old Paradox Trail, Montrose, CO 81403','81403','','','','',''
'Lake City Community School','614 Silver Street, Lake City, CO 81235','81235','','','','8',''
'Two Roads Charter School','6980 Pierce Street, Arvada & 5890 S Alkire St, Littleton, Arvada, CO 80003','80003','26%','27%','25%','4',''
'Chicago International Charter School','11 E Adams St Ste 600, Chicago, IL 60603','60603','','19%','24%','2','6'
'Disney Ii Elementary School','3815 North Kedvale Avenue, Chicago, IL 60641','60641','','64%','70%','','8'
'North Haven Community School','93 Pulpit Harbor Rd, North Haven, ME 04853','04853','62%','','','10',''
'Drexel Elementary School','801 East Drexel Rd, Tucson, AZ 85706','85706','17%','17%','15%','','5'
'Esperanza Elementary School','2353 East Bantam Rd, Tucson, AZ 85706','85706','46%','27%','34%','','6'
'Special Education School','6767 Green Valley Road, Placerville, CA 95667','95667','','6%','8%','4',''
'North Coastal Consortium Schools','255 Pico Avenue, San Marcos, CA 92069','92069','','18%','20%','2',''
'Inspire Charter Schools','1740 Huntington Drive #205, Duarte, CA 91010','91010','','23%','42%','','5'
'Altha Public School','25793 North Main Street, Altha, FL 32421','32421','','52%','56%','4',''
'Everglades City School','415 West School Drive, Everglades, FL 34139','34139','','32%','39%','',''
'Laurel Hill School','8078 4th Street, Laurel Hill, FL 32567','32567','','49%','42%','8',''
'Deane Bozeman School','13410 Florida 77, Panama City, FL 32409','32409','','58%','47%','5',''
'Villages Charter School','251 Buffalo Trail, The Villages, FL 32162','32162','','80%','75%','8',''
'Dropout Prevention School','301 4th Street Southwest, Largo, FL 33770','33770','','3%','0%','',''
'Whispering Pines School','3609 South Douglas Road, Miramar, FL 33025','33025','','8%','12%','1',''
'Lake Hills School','909 South Lakeshore Boulevard, Howey-in-the-Hills, FL 34737','34737','','','','1',''
'Royal Palm School','6650 Lawrence Rd, Lantana, FL 33462','33462','','','','1',''
'Gretchen Everhart School','2750 North Mission Road, Tallahassee, FL 32304','32304','','','','6',''
'Charlotte Harbor School','22450 Hancock Avenue, Punta Gorda, FL 33980','33980','','','','',''
'Jackson Alternative School','2701 Technology Circle, Marianna, FL 32448','32448','','19%','9%','',''
'Classical Preparatory School','16500 Lyceum Way, Spring Hill, FL 34610','34610','','63%','70%','',''
'Carey Public School','20 Panther Ln, Carey, ID 83320','83320','66%','49%','62%','',''
'Rockland Public School','321 East Center, Rockland, ID 83271','83271','73%','46%','60%','',''
'Meadows Valley School','500 North Miller Ave, New Meadows, ID 83654','83654','','33%','48%','',''
'Garden Valley School','1076 Banks Lowman Road, Garden Valley, ID 83622','83622','73%','58%','67%','',''
'Liberty Charter School','1063 East Lewis Lane, Nampa, ID 83686','83686','76%','64%','68%','',''
'Gages Lake School','18180 West Gages Lake Rd, Gages Lake, IL 60030','60030','','','','',''
'Brook Valley School','6960 South 110th, Omaha, NE 68128','68128','','','','',''
'Con Amore School','300 East Main, Myton, UT 84052','84052','','','','',''
'Dan Hinton Accommodation School','146 East 4th St, Pima, AZ 85543','85543','','','','',''
'El Capitan Public School','255 North Cottonwood St, Colorado City, AZ 86021','86021','62%','47%','47%','3','6'
'Los Amigos Elementary School','2200 East Drexel Rd, Tucson, AZ 85706','85706','27%','24%','23%','','3'
'Los Ranchitos Elementary School','2054 East Ginter Rd, Tucson, AZ 85706','85706','20%','25%','','',''
'Princeton House Charter School','1166 Lee Road, Orlando, FL 32810','32810','','5%','0%','',''
'Jefferson County Ese School','575 South Water Street, Monticello, FL 32344','32344','','','','',''
'Eleanor H. Miller School','156 Horseman Club Road, Palatka, FL 32177','32177','','','','',''
'Paauilo Elementary & Intermediate School','431497 Hauola Rd, Paauilo, HI 96776','96776','','38%','40%','',''
'Kihei Public Charter School','300 Ohukai Rd, Kihei, HI 96753','96753','','47%','66%','1',''
'Kawaikini Public Charter School','3-1821 J Kaumualii Highway, Lihue, HI 96766','96766','','17%','23%','',''
'Kendall Co Opportunity School','61 Franklin St, Oswego, IL 60543','60543','','','','',''
'West Columbia Charter School','719 West Brazos Avenue, West Columbia, TX 77486','77486','50%','42%','20%','2',''
'Harmony School Of Ingenuity','10555 Stella Link Road, Houston, TX 77025','77025','67%','81%','72%','5',''
'Out Of State School','121 West Tabernacle, St George, UT 84770','84770','','','','',''
'St. Olaf School','1793 Orchard Dr, Bountiful, UT 84010','84010','','','','',''
'Sierra Bonita Elementary School','1800 East 100 South, Spanish Fork, UT 84660','84660','62%','62%','53%','',''
'Priority Charter Schools-Temple Ch','275 Farm to Market Road 2483, Morgan's Point Resort, TX 76513','76513','79%','70%','64%','1',''
'Lighthouse Charter School - B Campus','8138 Westshire Drive, San Antonio, TX 78227','78227','55%','85%','','',''
'Delaware School for the Deaf Secondary','630 East Chestnut Hill Road, Newark, DE 19713','19713','','','','2',''
'Horace Mann School For The Deaf','40 Armington Street, Boston, MA 02134','02134','5%','17%','0%','',''
'Joann A. Alexie Memorial School','101 Village Rd, Atmautluak, AK 99559','99559','4%','2%','0%','',''
'Paul T. Albert Memorial School','120 Village Rd, Tununak, AK 99681','99681','11%','7%','0%','',''
'Z. John Williams Memorial School','111 Village Rd, Napaskiak, AK 99634','99634','11%','9%','1%','',''
'Hogarth Kingeekuk Sr. Memorial School','200 Main St, Savoonga, AK 99769','99769','8%','5%','3%','',''
'Top Of The Kuskokwim School','90 Chinana Ave, Nikolai, AK 99691','99691','','','','',''
'Howard Valentine Coffman Cove School','614 Howard Valentine Dr, Coffman Cove, AK 99918','99918','','50%','56%','',''
'Barry Craig Stewart Kasaan School','117 Kasaan St, Kasaan, AK 99924','99924','','','','',''
'Fort Bend County Alternative School','1732 Katyland Drive, Katy, TX 77493','77493','','','','',''
'Harmony School Of Discovery - Hous','6270 Barker Cypress Road, Houston, TX 77084','77084','89%','88%','80%','8',''
'Ket'acik/Aapalluk Memorial School','106 River Rd, Kwethluk, AK 99621','99621','4%','3%','1%','',''
'Sw Ala Reg School Deaf-Blind','3980 Burma Rd, Mobile, AL 36693','36693','','','','',''
'Jake Drost School For Exceptional Children','1100 North Crocker Street, Sulphur, LA 70663','70663','','','','',''
'Harris Co School For Accelerated Lrn','1732 Katyland Drive, Katy, TX 77493','77493','','','','',''
'Atlanta Area School For The Deaf','890 North Indian Creek Dr, Clarkston, GA 30021','30021','0%','0%','0%','',''
'Tuolumne County Special Education School','175 South Fairview Lane, Sonora, CA 95370','95370','','0%','7%','3',''
'Ivy Academia Entrepreneurial Charter School','7353 Valley Circle Blvd, West Hills, CA 91304','91304','','29%','45%','7','5'
'Indiana School For The Deaf','1200 East 42nd Street, Indianapolis, IN 46205','46205','47%','22%','24%','',''
'Mounds View Extended School Year','350 Highway 96, Shoreview, MN 55126','55126','','','','',''
'Ms School For The Blind','1252 Eastover Dr, Jackson, MS 39211','39211','','0%','0%','',''
'Envisions Level Iii School Prg','407 West Norfolk Ave, Norfolk, NE 68701','68701','','','','',''
